	Name	Address	City	State	Zipcode	H3 Index	Latitude	Longitude
485	The Bristol	2152 N. Damen Ave.	Chicago	Illinois	60647	8f2664c126a1c2b	41.9211292	-87.677855
486	Terzo Piano	159 E. Monroe St.	Chicago	Illinois	60603	8f2664c184b2ce9	41.8808432	-87.622498
487	Les Nomades	222 E. Ontario St.	Chicago	Illinois	60611	8f2664c1e06e986	41.8934699	-87.62213
488	Sol de Mexico	3018 N. Cicero Ave.	Chicago	Illinois	60641	8f2664ca2025558	41.93575	-87.74698
489	Temporis	933 N. Ashland Ave.	Chicago	Illinois	60622	8f2664cac34b931	41.898907	-87.66725
490	La Josie	740 W. Randolph St.	Chicago	Illinois	60661	8f2664cad3468a5	41.884617	-87.647322
491	Claudia	1952 N. Damen Ave.	Chicago	Illinois	60647	8f2664c126de440	41.9174777	-87.6777364
492	Les Trois Chevaux	283 W. 12th St.	New York	New York State	10014	8f2a10721b5b709	40.7376389	-74.0040074
493	63 Clinton	63 Clinton St.	New York	New York State	10002	8f2a100d36b0520	40.7194832	-73.984993
494	Le Fanfare	1103 Manhattan Ave.	New York	New York State	11222	8f2a100d0234755	40.7362876	-73.9553455
495	Yellow Rose	102 Third Ave.	New York	New York State	10003	8f2a100d22f285c	40.7325412	-73.9879053
496	Takeda	566 Amsterdam Ave.	New York	New York State	10025	8f2a100882f4054	40.7887267	-73.9743759
497	Torien	292 Elizabeth St.	New York	New York State	10012	8f2a1072cbb43a0	40.7247064	-73.9932693
498	Baran's 2239	502 Pacific Coast Hwy.	Hermosa Beach	California	90254	8f29a565538d815	33.85868	-118.391235
499	Sol Food	903 Lincoln Ave.	San Rafael	California	94901	8f2830ba2715289	37.97187	-122.5241
500	Diavola	21021 Geyserville Ave.	Geyserville	California	95441	8f2831435af2d02	38.70633	-122.90416
501	Gintei	235 El Camino Real	San Bruno	California	94066	8f28309280e4894	37.61866	-122.409615
502	Todos Santos	22322 El Paseo	Rancho Santa Margarita	California	92688	8f29a084037301e	33.6385528	-117.59246
503	Aurum	132 State St.	Los Altos	California	94022	8f283477150a854	37.3801255	-122.1156105
504	Orchard City Kitchen	1875 S. Bascom Ave., Ste.190	Campbell	California	95008	8f2834734275201	37.28828	-121.93434
505	Juanita & Maude	825 San Pablo Ave.	Albany	California	94706	8f28308f4623c29	37.89059	-122.29897
506	China Village	1335 Solano Ave.	Albany	California	94706	8f28308f6b75aa1	37.89083	-122.291214
507	Coni'Seafood	3544 W. Imperial Hwy.	Inglewood	California	90303	8f29a56e8718595	33.930923	-118.33494
508	Saffron	1143 San Carlos Ave.	San Carlos	California	94070	8f283429395008e	37.5067852	-122.2608212
509	Chengdu Impression	21 Huntington Dr.	Arcadia	California	91006	8f29a1c36286065	34.1402483	-118.030468
510	LaoXi Noodle House	600 Live Oak Ave.	Arcadia	California	91006	8f29a1da95092b5	34.10907	-118.01802
511	Rocio's Mexican Kitchen	7891 Garfield Ave.	Bell Gardens	California	90201	8f29a1d2534ad81	33.960003	-118.15646
512	Phở 79	9941 Hazard Ave.	Garden Grove	California	92844	8f29a0b63a8a683	33.7527059	-117.9556132
513	Garlic & Chives by Kristin	9892 Westminster Blvd., Ste.311	Garden Grove	California	92844	8f29a0b632190ce	33.759464	-117.95538
514	Selby's	3001 El Camino Real	Atherton	California	94061	8f283474b842d1e	37.4685638	-122.2104559
515	Gabi James	1810 S. Catalina Ave.	Redondo Beach	California	90277	8f29a5673936835	33.8170769	-118.3874641
516	Mentone	174 Aptos Village Way	Aptos	California	95003	8f28341b469a136	36.9789673	-121.8995341
517	Range Life	2160 Railroad Ave.	Livermore	California	94550	8f2830d341a4098	37.683384	-121.76999
518	Sabio on Main	501 Main St.	Pleasanton	California	94566	8f283468b313732	37.6605365	-121.8758887
519	Plumed Horse	14555 Big Basin Way	Saratoga	California	95070	8f28340d6ca4adc	37.2563623	-122.0352659
520	Tony's Seafood	18863 Shoreline Hwy.	Marshall	California	94940	8f2830a4075e225	38.1468731	-122.8830959
521	First & Oak	409 1st St.	Solvang	California	93463	8f29134807b0206	34.593758	-120.14039
522	LSXO	21010 Pacific Coast Hwy.	Huntington Beach	California	92648	8f29a54cd14044d	33.6553551	-117.9985791
523	Dija Mara	232 S. Coast Hwy.	Oceanside	California	92054	8f29a42b1cc396c	33.1936183	-117.3775044
524	New England Lobster Eatery	824 Cowan Rd.	Burlingame	California	94010	8f283092ec12d4b	37.602543	-122.37458
525	Saddle Peak Lodge	419 Cold Canyon Rd.	Calabasas	California	91302	8f29a1828365aeb	34.0778	-118.69308
526	Playa	41 Throckmorton Ave.	Mill Valley	California	94941	8f283084a113510	37.9065919	-122.54743
527	Pasta Moon	845 Main St.	Half Moon Bay	California	94019	8f28342a98c1651	37.46544	-122.42864
528	La Casita Mexicana	4030 E. Gage Ave.	Bell	California	90201	8f29a56d30c5815	33.978844	-118.19517
529	Village Sake	19 Bolinas Rd.	Fairfax	California	94930	8f2830baeaddcf5	37.986614	-122.58903
530	Beijing Duck House	10883 S. Blaney Ave.	Cupertino	California	95014	8f283472e980c70	37.3101319	-122.0234064
531	The Village Pub	2967 Woodside Rd.	Woodside	California	94062	8f28342b60e569d	37.42897	-122.25178
532	Ox + Anchor	877 Palm St.	San Luis Obispo	California	93401	8f29adc462d4cd4	35.2816181	-120.6637893
533	Burritos La Palma	5120 N. Peck Rd.	El Monte	California	91732	8f29a1da8a33af2	34.095875	-118.01197
534	Pasta | Bar	16101 Ventura Blvd., Ste.250	Encino	California	91436	8f29a18ae71282d	34.1567212	-118.483862
535	Shin Sushi	16573 Ventura Blvd.	Encino	California	91436	8f29a18ae216773	34.15784	-118.49415
536	Sea Harbour	3939 Rosemead Blvd.	Rosemead	California	91770	8f29a1d18136526	34.07984	-118.0733
537	Longo Seafood	7540 Garvey Ave.	Rosemead	California	91770	8f29a1d1d953a66	34.0625014	-118.1047332
538	Sushi Ran	107 Caledonia St.	Sausalito	California	94965	8f2830855a5c491	37.8587	-122.48576
539	Lucia Restaurant & Bar	415 W. Carmel Valley Rd.	Carmel Valley	California	93924	8f291a6806a3a2a	36.5007123	-121.7540509
540	Luna Mexican Kitchen	1495 The Alameda	San Jose	California	95126	8f28347334da76e	37.33398	-121.91513
541	Adega	1614 Alum Rock Ave.	San Jose	California	95116	8f283444b28c8f6	37.35131	-121.85845
542	Bai Xing Jia Hunan Fusion	1701 Lundy Ave., Ste. 100	San Jose	California	95131	8f28347ac955a69	37.3875644	-121.8867513
543	Solbar	755 Silverado Trail	Calistoga	California	94515	8f28302e2b96662	38.58502	-122.57087
544	Pèppoli	2700 17 Mile Dr.	Pebble Beach	California	93953	8f291a6dd28980d	36.6124137	-121.9418838
545	Amor y Tacos	13333 South St.	Cerritos	California	90703	8f29a56951228cc	33.8602919	-118.0471398
546	Picco	320 Magnolia Ave.	Larkspur	California	94939	8f2830ba459a708	37.9339075	-122.5357174
547	The Brothers Sushi	21418 Ventura Blvd.	Woodland Hills	California	91364	8f29a181bb526db	34.1678838	-118.5982814
548	New Dumpling	10064 San Pablo Ave.	El Cerrito	California	94530	8f28308f0105ca4	37.9019319	-122.3030479
549	Masa's Sushi	813 Grant Ave.	Novato	California	94945	8f2830aa016d732	38.10692	-122.56675
550	CHAAK Kitchen	215 El Camino Real	Tustin	California	92780	8f29a0b0d0a6ac3	33.7439846	-117.8237347
551	J. Zhou	2601 Park Ave.	Tustin	California	92782	8f29a0b2800ac85	33.69817	-117.82662
552	Sushi Iki	18663 Ventura Blvd.	Tarzana	California	91356	8f29a18a91734c4	34.170547	-118.540276
553	Shalizaar	300 El Camino Real	Belmont	California	94002	8f283429e04eb44	37.52775	-122.285416
554	Thai House	254 Rose St.	Danville	California	94526	8f2830d4062e858	37.82337	-122.00018
555	Saltwater	12781 Sir Francis Drake Blvd.	Inverness	California	94937	8f2830a756a4669	38.094555	-122.849525
556	Anajak Thai	14704 Ventura Blvd.	Sherman Oaks	California	91403	8f29a1884a70201	34.1517478	-118.4535952
557	Mistral	13422 Ventura Blvd.	Sherman Oaks	California	91423	8f29a18b1342504	34.147114	-118.425896
558	Sushi Note	13447 Ventura Blvd.	Sherman Oaks	California	91423	8f29a18b134318b	34.147365	-118.4265586
559	Khom Loi	7385 Healdsburg Ave.	Sebastopol	California	95472	8f2831cb638029b	38.405194	-122.8300766
560	Ramen Gaijin	6948 Sebastopol Ave.	Sebastopol	California	95472	8f2831cb60aa40d	38.4023896	-122.8236124
561	Boonville Hotel & Restaurant	14050 Hwy. 128	Boonville	California	95415	8f283162c2dca66	39.0090974	-123.3677882
562	Farmhouse Inn & Restaurant	7871 River Rd.	Forestville	California	95436	8f2831c9c393aab	38.49039	-122.8835
563	Tacos El Gordo	556 Broadway	Chula Vista	California	91910	8f29a41adc6484d	32.71578	-117.159645
564	CdM	2325 E. Coast Hwy.	Corona del Mar	California	92625	8f29a54f3052c0a	33.6045846	-117.8747351
565	Mar'sel	100 Terranea Way	Rancho Palos Verdes	California	90275	8f29a5758db6c4c	33.73889	-118.39618
566	Cafe La Haye	140 E. Napa St.	Sonoma	California	95476	8f283004d21c84d	38.29197	-122.45584
567	FolkTable	23584 Arnold Dr.	Sonoma	California	95476	8f283006d5100c9	38.2277792	-122.4578989
568	El Molino Central	11 Central Ave.	Sonoma	California	95476	8f2830314b9b271	38.315018	-122.481964
569	Valley	487 1st St. W	Sonoma	California	95476	8f283004d273a61	38.2922754	-122.4590217
570	Pig in a Pickle	341 Corte Madera Town Centre	Corte Madera	California	94925	8f283085945a266	37.92731	-122.51801
571	Burmatown	60 Corte Madera Ave.	Corte Madera	California	94925	8f283085938d869	37.9269515	-122.5310139
572	Grace's Table	1400 2nd St.	Napa	California	94559	8f2830053512782	38.29691	-122.28833
573	Kenzo	1339 Pearl St.	Napa	California	94559	8f2830053414324	38.29924	-122.28928
574	La Toque	1314 McKinstry St.	Napa	California	94559	8f28300ec8422cd	38.30351	-122.28349
575	Compline	1300 1st St.	Napa	California	94559	8f28300535aa4c9	38.29807	-122.28786
576	Chengdu Taste	828 W. Valley Blvd.	Alhambra	California	91803	8f29a1d0ab13983	34.078	-118.13248
577	Sichuan Impression	1900 W. Valley Blvd.	Alhambra	California	91803	8f29a1d08626b98	34.077282	-118.14449
578	Borneo Kalimantan Cuisine	19 S. Garfield Ave.	Alhambra	California	91801	8f29a1c24911a5b	34.094757	-118.12659
579	Jiang Nan Spring	910 E. Main St.	Alhambra	California	91801	8f29a1c24c019b2	34.0995473	-118.117454
580	Lunasia Dim Sum House	500 W. Main St.	Alhambra	California	91801	8f29a1d0a2eb12a	34.09258	-118.13225
581	MARKET Restaurant + Bar	3702 Via De La Valle	Del Mar	California	92014	8f29a40c0c2c583	32.982616	-117.23147
582	Alderwood	155 Walnut Ave.	Santa Cruz	California	95060	8f28341120d6cd0	36.9733903	-122.0273871
583	Michael Warring	8300 Bennington Dr.	Vallejo	California	94591	8f28300226b235b	38.15831	-122.18583
584	Montrio Bistro	414 Calle Principal	Monterey	California	93940	8f291a6de86e772	36.599761	-121.8953049
585	The Sardine Factory	701 Wave St.	Monterey	California	93940	8f291a6d8533269	36.6155569	-121.9013993
586	Paprika Café	309 Lighthouse Ave.	Monterey	California	93940	8f291a6de36e21d	36.610821	-121.8995455
587	Hiro Nori Craft Ramen	2222 Michelson Dr., Ste. 234	Irvine	California	92612	8f29a0b2d876b1b	33.676674	-117.85588
588	Ootoro	2222 Michelson Dr., Ste. 246	Irvine	California	92612	8f29a0b2d876a26	33.67668	-117.85589
589	Los Carnalitos	30200 Industrial Pkwy. SW	Hayward	California	94544	8f2834652640052	37.6076735	-122.0645252
590	Gabbi’s Mexican Kitchen	141 S. Glassell St.	Orange	California	92866	8f29a0b54661219	33.78689	-117.853004
591	Ohshima	1956 N. Tustin St.	Orange	California	92865	8f29a0b52208014	33.82069	-117.83601
592	Auberge du Soleil	180 Rutherford Hill Rd.	Rutherford	California	94573	8f28302a4461419	38.49199	-122.40534
593	Heritage Barbecue	31721 Camino Capistrano	San Juan Capistrano	California	92675	8f29a094da32132	33.5014781	-117.6628795
594	Katsu-ya	11680 Ventura Blvd.	Studio City	California	91604	8f29a18b061e625	34.141094	-118.3873
595	Asanebo	11941 Ventura Blvd.	Studio City	California	91604	8f29a18b39a6165	34.1433318	-118.3919412
596	Sushi ii	100 West Coast Hwy., Ste. 202	Newport Beach	California	92663	8f29a54c6adbd80	33.6163594	-117.907447
597	Lido Bottle Works	3408 Via Oporto, Ste.103	Newport Beach	California	92663	8f29a54c085c31e	33.6183509	-117.9285583
598	Fable & Spirit	3441 Via Lido	Newport Beach	California	92663	8f29a54c084358d	33.6180361	-117.9286747
599	Marché Moderne	7862 E. Pacific Coast Hwy.	Newport Beach	California	92657	8f29a54f6599576	33.57024	-117.834656
600	Bello by Sandro Nardone	1200 Bison Ave.	Newport Beach	California	92660	8f29a54d0a55cda	33.6378012	-117.8623546
601	Ciccio	6770 Washington St.	Yountville	California	94599	8f2830386ada349	38.406544	-122.36687
602	La Calenda	6518 Washington St.	Yountville	California	94599	8f283038616e594	38.401863	-122.36098
603	Mustards Grill	7399 St. Helena Hwy.	Yountville	California	94558	8f283038005d4e4	38.41573	-122.38565
604	North Block	6757 Washington St.	Yountville	California	94599	8f2830386ad8c8c	38.4061027	-122.366906
605	Ad Hoc	6476 Washington St.	Yountville	California	94599	8f28303868d47b5	38.39921	-122.35846
606	The French Laundry	6640 Washington St.	Yountville	California	94599	8f2830386a88c94	38.40443	-122.36474
607	Bouchon	6534 Washington St.	Yountville	California	94599	8f283038616b395	38.40258	-122.3619
608	El Mercado Modern Cuisine	301 N. Spurgeon St.	Santa Ana	California	92701	8f29a0b704c0b46	33.7473569	-117.8654136
609	Mix Mix Kitchen & Bar	300 N. Main St.	Santa Ana	California	92701	8f29a0b7045a0ec	33.747177	-117.867645
610	Tasty Place	1625 El Camino Real	Millbrae	California	94030	8f2830928c55656	37.612988	-122.40426
611	Hong Kong Flower Lounge	51 Millbrae Ave.	Millbrae	California	94030	8f283092e82599a	37.5980679	-122.3878736
612	wonderful	270 Broadway	Millbrae	California	94030	8f283092e86e7a1	37.600597	-122.391426
613	La Viga Seafood & Cocina Mexicana	1772 Broadway	Redwood City	California	94063	8f283429646450d	37.4868323	-122.2229839
614	Sushi Shin	312 Arguello St.	Redwood City	California	94063	8f283429605e049	37.4871305	-122.2323102
615	Sierra Mar	47900 CA-1	Big Sur	California	93920	8f291a44a00c835	36.229935	-121.7717
616	Big Sur Smokehouse	48123 Hwy 1	Big Sur	California	93920	8f291a44a561c5b	36.2291563	-121.7645662
617	Nixtaco	1805 Cirby Way, Ste. 12	Roseville	California	95661	8f283216b9a56c1	38.7297832	-121.2564971
618	Chez TJ	938 Villa St.	Mountain View	California	94041	8f2834754902b1e	37.39468	-122.08044
619	Doppio Zero Pizza Napoletana	160 Castro St.	Mountain View	California	94041	8f2834772649772	37.394318	-122.0787
620	Guesthouse	850 College Ave.	Kentfield	California	94904	8f2830ba00a24e6	37.9545644	-122.5483542
621	Tuétano Taqueria	143 W. San Ysidro Blvd.	San Ysidro	California	92173	8f29a4c71310541	32.5529899	-117.0459576
622	Terrapin Creek	1580 Eastshore Rd.	Bodega Bay	California	94923	8f2831c06824935	38.3391	-123.04818
623	Spinning Bones	1205 Park St.	Alameda	California	94501	8f283098d666ae3	37.7612014	-122.2456112
624	Utzutzu	1428 Park St.	Alameda	California	94501	8f283098d6c3088	37.7649366	-122.2420257
625	Barndiva	231 Center St.	Healdsburg	California	95448	8f283151506816c	38.60977	-122.86942
626	Valette	344 Center St.	Healdsburg	California	95448	8f2831515312ae9	38.6120896	-122.8697182
627	Chalkboard	29 North St.	Healdsburg	California	95448	8f283151530304c	38.611946	-122.871574
628	SingleThread	131 North St.	Healdsburg	California	95448	8f2831515313512	38.6122599	-122.8697229
629	Dry Creek Kitchen	317 Healdsburg Ave.	Healdsburg	California	95448	8f2831515331568	38.610827	-122.8707843
630	SHU (Sushi House Unico)	2931 1/2 Beverly Glen Circle	Bel Air	California	90077	8f29a18a215d4dc	34.1291488	-118.44335
631	Himitsu	1030-G Torrey Pines Rd.	La Jolla	California	92037	8f29a400ccb2305	32.8430208	-117.2724495
632	Puesto	1026 Wall St.	La Jolla	California	92037	8f29a400c500891	32.846863	-117.27379
633	Marine Room	2000 Spindrift Dr.	La Jolla	California	92037	8f29a400e8a4170	32.852259	-117.2606234
634	Catania	7863 Girard Ave.	La Jolla	California	92037	8f29a400c52399b	32.84609	-117.27428
635	The Taco Stand	621 Pearl St.	La Jolla	California	92037	8f29a400cd18924	32.839485	-117.27677
636	Nine-Ten	910 Prospect St.	La Jolla	California	92037	8f29a400c52bc00	32.847057	-117.27514
637	A.R. Valentien	11480 N. Torrey Pines Rd.	La Jolla	California	92037	8f29a401920bc40	32.904163	-117.24425
638	Bell's	406 Bell St.	Los Alamos	California	93440	8f29acb74952100	34.7440264	-120.279387
639	Khan Saab Desi Craft Kitchen	229 E. Commonwealth Ave.	Fullerton	California	92832	8f29a0a66d055a2	33.8700821	-117.9192001
640	The Ranch	1025 E. Ball Rd.	Anaheim	California	92805	8f29a0b5cc5d4e2	33.81892	-117.897194
641	Harbor House	5600 CA-1	Elk	California	95432	8f2806928831941	39.135876	-123.719444
642	Little Frenchie	1166 Orange Ave.	Coronado	California	92118	8f29a4111cc3d88	32.683999	-117.1791702
643	Serẽa Coastal Cuisine	1500 Orange Ave.	Coronado	California	92118	8f29a4111c1ea08	32.6812848	-117.1785815
644	Destroyer	3578 Hayden Ave.	Culver City	California	90232	8f29a19956b4793	34.024647	-118.381424
645	Vespertine	3599 Hayden Ave.	Culver City	California	90232	8f29a199579a28e	34.024204	-118.38166
646	Mayura	10406 Venice Blvd.	Culver City	California	90232	8f29a1982ca5d2e	34.02017	-118.404144
647	Lukshon	3239 Helms Ave.	Culver City	California	90232	8f29a1991d0d2a6	34.02998	-118.38424
648	Kali	5722 Melrose Ave.	Hollywood	California	90038	8f29a1d6e21c241	34.0834565	-118.3245399
649	Providence	5955 Melrose Ave.	Hollywood	California	90038	8f29a1d6e26d0b5	34.083576	-118.3301829
650	République	624 S. La Brea Ave.	Hollywood	California	90036	8f29a1d6c076146	34.0641162	-118.3438101
651	The Little Door	8164 W. 3rd St.	Hollywood	California	90028	8f29a1d6d10950c	34.072296	-118.367485
652	Sqirl	720 N. Virgil Ave.	Hollywood	California	90029	8f29a1d45ce674e	34.0842728	-118.2866967
653	La Marcha	2026 San Pablo Ave.	Berkeley	California	94702	8f283081a79354b	37.86863	-122.29215
654	Ippuku	2130 Center St.	Berkeley	California	94704	8f28308a9cab2d2	37.87022	-122.26734
655	Funky Elephant	1313 9th St.	Berkeley	California	94710	8f28308f4c5d0f3	37.879658	-122.29792
656	Comal	2020 Shattuck Ave.	Berkeley	California	94704	8f28308a9cd18ab	37.871647	-122.26835
657	Fish & Bird Sousaku Izakaya	2451 Shattuck Ave.	Berkeley	California	94704	8f28308a9d14750	37.86489	-122.2674
658	Vik's Chaat	2390 4th St.	Berkeley	California	94710	8f283081a0a538a	37.8614273	-122.2979676
659	Tacubaya	1782 4th St.	Berkeley	California	94710	8f283081a64438b	37.870125	-122.301
660	Iyasare	1830 4th St.	Berkeley	California	94710	8f283081a662c8c	37.86947	-122.30067
661	Great China	2190 Bancroft Way	Berkeley	California	94701	8f28308a9d8a8d9	37.867756	-122.26616
662	Chez Panisse	1517 Shattuck Ave.	Berkeley	California	94709	8f28308a97b42dd	37.879715	-122.26893
663	The Restaurant at Justin	11680 Chimney Rock Rd.	Paso Robles	California	93446	8f29ad0ee6aab46	35.6563869	-120.9113324
664	Six Test Kitchen	3075 Blue Rock Rd.	Paso Robles	California	93446	8f29ad084cedd4a	35.5757084	-120.6898229
665	Sweet Rice	1630 W. Redondo Beach Blvd.	Gardena	California	90247	8f29a56e1cd265e	33.8883323	-118.3052414
666	Cafe Reyes	11101 Hwy. 1	Point Reyes Station	California	94956	8f2830a2903562d	38.066696	-122.80451
667	The Attic	3441 E. Broadway	Long Beach	California	90803	8f29a578bbadaac	33.7645154	-118.1514163
668	Heritage	2032 E. 7th St.	Long Beach	California	90804	8f29a5616122048	33.7752244	-118.1668412
669	Insalata's	120 Sir Francis Drake Blvd.	San Anselmo	California	94960	8f2830ba3b882c0	37.97308	-122.56138
670	Madcap	198 Sir Francis Drake Blvd.	San Anselmo	California	94960	8f2830ba3aa8d33	37.974712	-122.56168
671	Stockhome	220 Western Ave.	Petaluma	California	94952	8f2830ad475835a	38.2333616	-122.6427194
672	Press	587 St. Helena St.	Saint Helena	California	94574	8f283021641d736	38.48874	-122.45023
673	The Charter Oak	1050 Charter Oak Ave.	Saint Helena	California	94574	8f283021288d25e	38.5019044	-122.4634409
674	Farmstead	738 Main St.	Saint Helena	California	94574	8f28302128a8a8d	38.50084	-122.46335
675	Glen Ellen Star	13648 Arnold Dr.	Glen Ellen	California	95442	8f283031c624602	38.36429	-122.5245
676	Fishing with Dynamite	1148 Manhattan Ave.	Manhattan Beach	California	90266	8f29a565c119170	33.88535	-118.41103
677	The Arthur J	903 Manhattan Ave.	Manhattan Beach	California	90266	8f29a565c13019e	33.88306	-118.40986
678	Sushi I-NABA	1300 Highland Ave.	Manhattan Beach	California	90266	8f29a565c031ce5	33.8865097	-118.4103953
679	Love & Salt	317 Manhattan Beach Blvd.	Manhattan Beach	California	90266	8f29a565c1ad48a	33.88532	-118.409225
680	Manhattan Beach Post	1142 Manhattan Ave.	Manhattan Beach	California	90266	8f29a565c11d6ee	33.885162	-118.410934
681	Bistro Na’s	9055 Las Tunas Dr., Ste. 105	Temple City	California	91780	8f29a1d1b1b5413	34.1048803	-118.0712093
682	Dai Ho	9148 Las Tunas Dr.	Temple City	California	91780	8f29a1d1bcc840e	34.105415	-118.06928
683	1 Kitchen	8490 W. Sunset Blvd.	West Hollywood	California	90069	8f29a1d69a340ac	34.0942904	-118.3759865
684	Ardor	9040 Sunset Blvd.	West Hollywood	California	90069	8f29a199a72bb0b	34.0904261	-118.3890649
685	Night + Market	9043 Sunset Blvd.	West Hollywood	California	90069	8f29a199a776ce2	34.090645	-118.38919
686	Tesse	8500 W. Sunset Blvd.	West Hollywood	California	90069	8f29a1d69b1b041	34.0940531	-118.3765946
687	Norah	8279 Santa Monica Blvd.	West Hollywood	California	90046	8f29a1d6981bb12	34.0908466	-118.3696972
688	Connie & Ted’s	8171 Santa Monica Blvd.	West Hollywood	California	90046	8f29a1d698aa516	34.0909948	-118.3672928
689	Sushi Ginza Onodera	609 N. La Cienega Blvd.	West Hollywood	California	90069	8f29a1d6d240d51	34.082251	-118.3766888
690	Gracias Madre LA	8905 Melrose Ave.	West Hollywood	California	90069	8f29a199ac43501	34.08084	-118.38695
691	Eveleigh	8752 W. Sunset Blvd.	West Hollywood	California	90069	8f29a199a4cd442	34.0913022	-118.3817623
692	Sunset Tower Bar and Restaurant	8358 Sunset Blvd.	West Hollywood	California	90069	8f29a1d69b936d8	34.0951421	-118.3720022
693	Oliver's Osteria Mare e Monti	853 Laguna Canyon Rd.	Laguna Beach	California	92651	8f29a5481811d4a	33.550877	-117.7781668
694	Campfire	2725 State St.	Carlsbad	California	92008	8f29a42b4556913	33.1621181	-117.3508896
695	Jeune et Jolie	2659 State St.	Carlsbad	California	92008	8f29a42b455ed1b	33.1631027	-117.3516968
696	The Bywater	532 N. Santa Cruz Ave.	Los Gatos	California	95030	8f283409daa8a46	37.232773	-121.979004
697	Dio Deka	210 E. Main St.	Los Gatos	California	95030	8f28340832cec8d	37.22089	-121.9769
698	ASA South	57 Los Gatos-Saratoga Rd.	Los Gatos	California	95032	8f283409d813b43	37.2260847	-121.9721498
699	Manresa	320 Village Ln.	Los Gatos	California	95030	8f283409db04a53	37.22761	-121.98071
700	Sushi Yoshizumi	325 E. 4th Ave.	San Mateo	California	94401	8f28309265354ad	37.565075	-122.3211
701	Wakuriya	115 De Anza Blvd.	San Mateo	California	94402	8f283429da84c82	37.52114	-122.3366
702	All Spice	1602 El Camino Real	San Mateo	California	94402	8f283429bbac40b	37.553135	-122.315445
703	Pausa	223 E. 4th Ave.	San Mateo	California	94401	8f283092652686d	37.5645894	-122.3220038
704	Rêve Bistro	960 Moraga Rd.	Lafayette	California	94549	8f28308954d5a46	37.8905153	-122.1182928
705	Born & Raised	1909 India St.	San Diego	California	92101	8f29a41ad33095d	32.7245935	-117.1685368
706	Animae	969 Pacific Hwy.	San Diego	California	92132	8f29a41ad8682ab	32.7155757	-117.1708845
707	Great Maple	1451 Washington St.	San Diego	California	92103	8f29a41abb20262	32.751873	-117.14966
708	The Fishery	5040 Cass St.	San Diego	California	92109	8f29a4005c2d999	32.806675	-117.25473
709	Callie	1195 Island Ave.	San Diego	California	92101	8f29a41aca6dd18	32.7103575	-117.1538654
710	Trust	3752 Park Blvd.	San Diego	California	92103	8f29a41ab96566d	32.7467324	-117.1464981
711	Lucha Libre	1810 W. Washington St.	San Diego	California	92103	8f29a411a6ac30e	32.743195	-117.181496
712	Nolita Hall	2305 India St.	San Diego	California	92101	8f29a41ad22e55c	32.7285741	-117.1702515
713	Kettner Exchange	2001 Kettner Blvd.	San Diego	California	92101	8f29a41ad305c30	32.7253114	-117.1697261
714	Soichi	2121 Adams Ave.	San Diego	California	92116	8f29a41ab386b04	32.7627776	-117.1418816
715	Crack Shack	2266 Kettner Blvd.	San Diego	California	92101	8f29a41ad352b94	32.727753	-117.171
716	Craft & Commerce	675 W. Beech St.	San Diego	California	92101	8f29a41adb9b208	32.72086	-117.16902
717	Menya Ultra	8199 Clairemont Mesa Blvd.	San Diego	California	92111	8f29a40163086a3	32.8327072	-117.1470604
718	Morning Glory	550 W. Date St.	San Diego	California	92101	8f29a41ada93ae9	32.7231471	-117.1681432
719	Oscar's Mexican Seafood	703 Turquoise St.	San Diego	California	92109	8f29a4005888205	32.808277	-117.260796
720	Cucina Urbana	505 Laurel St.	San Diego	California	92101	8f29a41ad60c815	32.7312497	-117.160145
721	Ironside Fish & Oyster	1654 India St.	San Diego	California	92101	8f29a41ada95708	32.72251	-117.16833
722	LOLA 55	1290 F St.	San Diego	California	92101	8f29a41addae120	32.7138053	-117.1530704
723	Solare	2820 Roosevelt Rd.	San Diego	California	92106	8f29a411b81c22b	32.737253	-117.213925
724	Sushi Tadokoro	2244 San Diego Ave.	San Diego	California	92110	8f29a403482a905	32.7483809	-117.1913167
725	Medina	2850 El Cajon Blvd.	San Diego	California	92104	8f29a41abcce815	32.7555336	-117.1323169
726	Fort Oak	1011 Fort Stockton Dr.	San Diego	California	92103	8f29a41a9342dad	32.7507849	-117.1723897
727	Siamo Napoli	3959 30th St.	San Diego	California	92104	8f29a41abda8848	32.749668	-117.1299206
728	Cesarina	4161 Voltaire St.	San Diego	California	92107	8f29a411965c28c	32.7434966	-117.234556
729	Salud	2196 Logan Ave.	San Diego	California	92113	8f29a411266b42a	32.6982276	-117.1394646
730	Sovereign	1460 J St.	San Diego	California	92101	8f29a41aca74d68	32.709467	-117.1510183
731	Ciccia Osteria	2233 Logan Ave.	San Diego	California	92113	8f29a41126632e8	32.6974548	-117.1388338
732	Spicy City	4690 Convoy St.	San Diego	California	92111	8f29a4014696619	32.82658	-117.15445
733	Herb & Wood	2210 Kettner Blvd.	San Diego	California	92101	8f29a41ad356835	32.7271564	-117.1709448
734	Hidden Fish	4764 Convoy St.	San Diego	California	92111	8f29a4016a41a99	32.8283394	-117.1536932
735	Juniper & Ivy	2228 Kettner Blvd.	San Diego	California	92101	8f29a41ad35621c	32.7274982	-117.1710183
736	Coasterra	880 Harbor Island Dr.	San Diego	California	92101	8f29a411a989145	32.7247668	-117.1881533
737	Addison	5200 Grand Del Mar Way	San Diego	California	92130	8f29a40f0a22128	32.9412972	-117.1988908
